NP_075425.2	NP_009305.1	65.913	531	177	2	7	533	2	532	0.0	709
NP_075425.2	NP_009306.1	70.588	323	95	0	7	329	2	324	3.15e-156	458
NP_075425.2	NP_009307.2	65.323	248	86	0	7	254	2	249	2.81e-104	322
NP_075425.2	NP_009308.2	71.250	80	23	0	7	86	2	81	3.22e-32	126
NP_075425.2	NP_009309.1	68.657	67	21	0	7	73	2	68	4.39e-23	101
NP_075425.2	NP_009310.1	70.909	55	16	0	7	61	2	56	4.02e-18	85.9
NP_075426.2	NP_009305.1	69.565	368	112	0	7	374	2	369	2.08e-178	516
NP_075426.2	NP_009306.1	70.588	323	95	0	7	329	2	324	6.75e-157	464
NP_075426.2	NP_009307.2	65.323	248	86	0	7	254	2	249	5.46e-105	328
NP_075426.2	NP_009308.2	71.250	80	23	0	7	86	2	81	1.83e-32	128
NP_075426.2	NP_009309.1	68.657	67	21	0	7	73	2	68	3.02e-23	103
NP_075426.2	NP_009310.1	62.121	66	25	0	7	72	2	67	2.52e-18	87.4
NP_075426.2	NP_009317.1	26.531	294	155	12	397	660	254	516	3.74e-06	47.8
NP_075427.2	NP_009306.1	63.406	276	96	2	7	279	2	275	4.66e-110	342
NP_075427.2	NP_009305.1	63.406	276	96	2	7	279	2	275	1.69e-108	334
NP_075427.2	NP_009307.2	65.600	250	86	0	7	256	2	251	2.46e-108	335
NP_075427.2	NP_009308.2	71.250	80	23	0	7	86	2	81	4.91e-33	129
NP_075427.2	NP_009309.1	68.657	67	21	0	7	73	2	68	9.29e-24	104
NP_075427.2	NP_009310.1	66.667	60	20	0	7	66	2	61	6.54e-19	89.0
NP_075428.2	NP_009307.2	67.164	134	44	0	7	140	2	135	8.54e-58	197
NP_075428.2	NP_009306.1	67.164	134	44	0	7	140	2	135	4.38e-57	197
NP_075428.2	NP_009305.1	67.164	134	44	0	7	140	2	135	9.02e-57	194
NP_075428.2	NP_009308.2	36.140	285	132	12	7	260	2	267	1.87e-36	137
NP_075428.2	NP_009309.1	68.657	67	21	0	7	73	2	68	2.57e-24	104
NP_075428.2	NP_009310.1	62.121	66	25	0	7	72	2	67	3.35e-19	88.6
NP_075428.2	NP_009317.1	31.183	279	132	11	146	410	187	419	1.40e-18	85.9
NP_075428.2	NP_009327.1	28.977	176	99	5	233	406	84	235	6.07e-08	52.8
NP_075429.2	NP_009308.2	50.000	428	185	10	7	420	2	414	1.27e-131	383
NP_075429.2	NP_009307.2	63.736	91	33	0	7	97	2	92	8.27e-33	127
NP_075429.2	NP_009306.1	63.736	91	33	0	7	97	2	92	2.01e-32	127
NP_075429.2	NP_009305.1	63.043	92	34	0	7	98	2	93	6.70e-32	125
NP_075429.2	NP_009309.1	68.657	67	21	0	7	73	2	68	5.95e-25	105
